model,exact_match,rouge1_f1,rouge2_f1,rougeL_f1,bleu,meteor,inference_time_sec
SeaLLMs-v3-7B,0.11176470588235295,0.49202085858249145,0.4167185034890834,0.4693907042091402,0.1697076768011642,0.5949586328425439,200.58757257461548
SeaLLMs-v3-7B,0.12058823529411765,0.49885151739628064,0.4232552345043008,0.4762818574171714,0.17353447383611753,0.5993255684146805,197.2369773387909
