model,exact_match,rouge1_f1,rouge2_f1,rougeL_f1,bleu,meteor,inference_time_sec
SeaLLMs-v3-7B,0.22647058823529412,0.6724317314987254,0.5926920854724199,0.6594603175837399,0.3385037337620941,0.726043157235601,197.1985318660736
